randomness,strategy,run_number,seed,outcome,accepted_tasks,rejected_tasks,elapsed_working_days,total_cost,nominal_budget_exhausted,effective_210000_ceiling_exceeded,quality_score,time_score,budget_score,total_score
none,low-cost-staffing,0,1571220,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,1,1571221,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,2,1571222,deadline_reached,59,41,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,3,1571223,deadline_reached,65,35,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,4,1571224,deadline_reached,60,40,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,5,1571225,deadline_reached,67,33,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,6,1571226,deadline_reached,65,35,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,7,1571227,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,8,1571228,deadline_reached,69,31,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,9,1571229,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,10,1571230,deadline_reached,67,33,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,11,1571231,deadline_reached,67,33,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,12,1571232,deadline_reached,61,39,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,13,1571233,deadline_reached,59,41,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,14,1571234,deadline_reached,57,43,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,15,1571235,deadline_reached,61,39,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,16,1571236,deadline_reached,50,50,70,116900.0,False,False,12,20,45,77
none,low-cost-staffing,17,1571237,deadline_reached,57,43,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,18,1571238,deadline_reached,57,43,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,19,1571239,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,20,1571240,deadline_reached,63,37,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,21,1571241,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,22,1571242,deadline_reached,62,38,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,23,1571243,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,24,1571244,deadline_reached,59,41,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,25,1571245,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,26,1571246,deadline_reached,48,52,70,116900.0,False,False,11,20,45,76
none,low-cost-staffing,27,1571247,deadline_reached,61,39,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,28,1571248,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,29,1571249,deadline_reached,61,39,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,30,1571250,deadline_reached,49,51,70,116900.0,False,False,12,20,45,77
none,low-cost-staffing,31,1571251,deadline_reached,56,44,70,116900.0,False,False,14,20,45,79
none,low-cost-staffing,32,1571252,deadline_reached,51,49,70,116900.0,False,False,12,20,45,77
none,low-cost-staffing,33,1571253,deadline_reached,60,40,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,34,1571254,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,35,1571255,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,36,1571256,deadline_reached,69,31,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,37,1571257,deadline_reached,65,35,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,38,1571258,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,39,1571259,deadline_reached,59,41,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,40,1571260,deadline_reached,59,41,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,41,1571261,deadline_reached,61,39,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,42,1571262,deadline_reached,63,37,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,43,1571263,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,44,1571264,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,45,1571265,deadline_reached,73,27,70,116900.0,False,False,21,20,45,86
none,low-cost-staffing,46,1571266,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,47,1571267,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,48,1571268,deadline_reached,72,28,70,116900.0,False,False,21,20,45,86
none,low-cost-staffing,49,1571269,deadline_reached,69,31,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,50,1571270,deadline_reached,56,44,70,116900.0,False,False,14,20,45,79
none,low-cost-staffing,51,1571271,deadline_reached,60,40,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,52,1571272,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,53,1571273,deadline_reached,60,40,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,54,1571274,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,55,1571275,deadline_reached,57,43,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,56,1571276,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,57,1571277,deadline_reached,65,35,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,58,1571278,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,59,1571279,deadline_reached,69,31,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,60,1571280,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,61,1571281,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,62,1571282,deadline_reached,71,29,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,63,1571283,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,64,1571284,deadline_reached,59,41,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,65,1571285,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,66,1571286,deadline_reached,65,35,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,67,1571287,deadline_reached,56,44,70,116900.0,False,False,14,20,45,79
none,low-cost-staffing,68,1571288,deadline_reached,63,37,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,69,1571289,deadline_reached,59,41,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,70,1571290,deadline_reached,65,35,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,71,1571291,deadline_reached,65,35,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,72,1571292,deadline_reached,63,37,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,73,1571293,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,74,1571294,deadline_reached,63,37,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,75,1571295,deadline_reached,63,37,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,76,1571296,deadline_reached,65,35,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,77,1571297,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,78,1571298,deadline_reached,60,40,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,79,1571299,deadline_reached,62,38,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,80,1571300,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,81,1571301,deadline_reached,57,43,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,82,1571302,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,83,1571303,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,84,1571304,deadline_reached,62,38,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,85,1571305,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,86,1571306,deadline_reached,69,31,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,87,1571307,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,88,1571308,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,89,1571309,deadline_reached,60,40,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,90,1571310,deadline_reached,61,39,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,91,1571311,deadline_reached,71,29,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,92,1571312,deadline_reached,69,31,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,93,1571313,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,94,1571314,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,95,1571315,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,96,1571316,deadline_reached,72,28,70,116900.0,False,False,21,20,45,86
none,low-cost-staffing,97,1571317,deadline_reached,67,33,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,98,1571318,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,99,1571319,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,100,1571320,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,101,1571321,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,102,1571322,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,103,1571323,deadline_reached,61,39,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,104,1571324,deadline_reached,67,33,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,105,1571325,deadline_reached,69,31,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,106,1571326,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,107,1571327,deadline_reached,63,37,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,108,1571328,deadline_reached,55,45,70,116900.0,False,False,14,20,45,79
none,low-cost-staffing,109,1571329,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,110,1571330,deadline_reached,54,46,70,116900.0,False,False,13,20,45,78
none,low-cost-staffing,111,1571331,deadline_reached,59,41,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,112,1571332,deadline_reached,61,39,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,113,1571333,deadline_reached,59,41,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,114,1571334,deadline_reached,56,44,70,116900.0,False,False,14,20,45,79
none,low-cost-staffing,115,1571335,deadline_reached,57,43,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,116,1571336,deadline_reached,59,41,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,117,1571337,deadline_reached,52,48,70,116900.0,False,False,13,20,45,78
none,low-cost-staffing,118,1571338,deadline_reached,54,46,70,116900.0,False,False,13,20,45,78
none,low-cost-staffing,119,1571339,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,120,1571340,deadline_reached,54,46,70,116900.0,False,False,13,20,45,78
none,low-cost-staffing,121,1571341,deadline_reached,55,45,70,116900.0,False,False,14,20,45,79
none,low-cost-staffing,122,1571342,deadline_reached,57,43,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,123,1571343,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,124,1571344,deadline_reached,57,43,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,125,1571345,deadline_reached,63,37,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,126,1571346,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,127,1571347,deadline_reached,52,48,70,116900.0,False,False,13,20,45,78
none,low-cost-staffing,128,1571348,deadline_reached,63,37,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,129,1571349,deadline_reached,62,38,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,130,1571350,deadline_reached,62,38,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,131,1571351,deadline_reached,62,38,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,132,1571352,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,133,1571353,deadline_reached,67,33,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,134,1571354,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,135,1571355,deadline_reached,65,35,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,136,1571356,deadline_reached,67,33,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,137,1571357,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,138,1571358,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,139,1571359,deadline_reached,67,33,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,140,1571360,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,141,1571361,deadline_reached,62,38,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,142,1571362,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,143,1571363,deadline_reached,69,31,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,144,1571364,deadline_reached,69,31,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,145,1571365,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,146,1571366,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,147,1571367,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,148,1571368,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,149,1571369,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,150,1571370,deadline_reached,71,29,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,151,1571371,deadline_reached,71,29,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,152,1571372,deadline_reached,72,28,70,116900.0,False,False,21,20,45,86
none,low-cost-staffing,153,1571373,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,154,1571374,deadline_reached,73,27,70,116900.0,False,False,21,20,45,86
none,low-cost-staffing,155,1571375,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,156,1571376,deadline_reached,65,35,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,157,1571377,deadline_reached,63,37,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,158,1571378,deadline_reached,62,38,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,159,1571379,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,160,1571380,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,161,1571381,deadline_reached,59,41,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,162,1571382,deadline_reached,63,37,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,163,1571383,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,164,1571384,deadline_reached,72,28,70,116900.0,False,False,21,20,45,86
none,low-cost-staffing,165,1571385,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,166,1571386,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,167,1571387,deadline_reached,61,39,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,168,1571388,deadline_reached,68,32,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,169,1571389,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,170,1571390,deadline_reached,65,35,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,171,1571391,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,172,1571392,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,173,1571393,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,174,1571394,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,175,1571395,deadline_reached,71,29,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,176,1571396,deadline_reached,70,30,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,177,1571397,deadline_reached,61,39,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,178,1571398,deadline_reached,62,38,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,179,1571399,deadline_reached,60,40,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,180,1571400,deadline_reached,63,37,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,181,1571401,deadline_reached,65,35,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,182,1571402,deadline_reached,67,33,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,183,1571403,deadline_reached,69,31,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,184,1571404,deadline_reached,72,28,70,116900.0,False,False,21,20,45,86
none,low-cost-staffing,185,1571405,deadline_reached,74,26,70,116900.0,False,False,22,20,45,87
none,low-cost-staffing,186,1571406,deadline_reached,67,33,70,116900.0,False,False,19,20,45,84
none,low-cost-staffing,187,1571407,deadline_reached,71,29,70,116900.0,False,False,20,20,45,85
none,low-cost-staffing,188,1571408,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,189,1571409,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,190,1571410,deadline_reached,60,40,70,116900.0,False,False,16,20,45,81
none,low-cost-staffing,191,1571411,deadline_reached,54,46,70,116900.0,False,False,13,20,45,78
none,low-cost-staffing,192,1571412,deadline_reached,54,46,70,116900.0,False,False,13,20,45,78
none,low-cost-staffing,193,1571413,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,194,1571414,deadline_reached,56,44,70,116900.0,False,False,14,20,45,79
none,low-cost-staffing,195,1571415,deadline_reached,58,42,70,116900.0,False,False,15,20,45,80
none,low-cost-staffing,196,1571416,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,197,1571417,deadline_reached,66,34,70,116900.0,False,False,18,20,45,83
none,low-cost-staffing,198,1571418,deadline_reached,64,36,70,116900.0,False,False,17,20,45,82
none,low-cost-staffing,199,1571419,deadline_reached,54,46,70,116900.0,False,False,13,20,45,78
none,senior-heavy-delivery,0,1571220,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,1,1571221,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,2,1571222,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,3,1571223,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,4,1571224,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,5,1571225,completed,100,0,65,279500.0,True,True,35,20,30,85
none,senior-heavy-delivery,6,1571226,completed,100,0,60,258000.0,True,True,35,20,39,94
none,senior-heavy-delivery,7,1571227,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,8,1571228,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,9,1571229,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,10,1571230,completed,100,0,40,172000.0,False,False,35,20,45,100
none,senior-heavy-delivery,11,1571231,completed,100,0,60,258000.0,True,True,35,20,39,94
none,senior-heavy-delivery,12,1571232,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,13,1571233,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,14,1571234,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,15,1571235,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,16,1571236,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,17,1571237,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,18,1571238,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,19,1571239,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,20,1571240,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,21,1571241,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,22,1571242,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,23,1571243,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,24,1571244,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,25,1571245,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,26,1571246,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,27,1571247,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,28,1571248,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,29,1571249,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,30,1571250,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,31,1571251,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,32,1571252,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,33,1571253,completed,100,0,65,279500.0,True,True,35,20,30,85
none,senior-heavy-delivery,34,1571254,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,35,1571255,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,36,1571256,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,37,1571257,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,38,1571258,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,39,1571259,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,40,1571260,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,41,1571261,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,42,1571262,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,43,1571263,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,44,1571264,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,45,1571265,completed,100,0,60,258000.0,True,True,35,20,39,94
none,senior-heavy-delivery,46,1571266,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,47,1571267,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,48,1571268,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,49,1571269,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,50,1571270,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,51,1571271,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,52,1571272,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,53,1571273,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,54,1571274,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,55,1571275,completed,100,0,40,172000.0,False,False,35,20,45,100
none,senior-heavy-delivery,56,1571276,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,57,1571277,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,58,1571278,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,59,1571279,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,60,1571280,completed,100,0,60,258000.0,True,True,35,20,39,94
none,senior-heavy-delivery,61,1571281,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,62,1571282,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,63,1571283,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,64,1571284,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,65,1571285,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,66,1571286,completed,100,0,40,172000.0,False,False,35,20,45,100
none,senior-heavy-delivery,67,1571287,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,68,1571288,completed,100,0,40,172000.0,False,False,35,20,45,100
none,senior-heavy-delivery,69,1571289,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,70,1571290,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,71,1571291,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,72,1571292,completed,100,0,70,301000.0,True,True,35,20,19,74
none,senior-heavy-delivery,73,1571293,completed,100,0,65,279500.0,True,True,35,20,30,85
none,senior-heavy-delivery,74,1571294,completed,100,0,60,258000.0,True,True,35,20,39,94
none,senior-heavy-delivery,75,1571295,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,76,1571296,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,77,1571297,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,78,1571298,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,79,1571299,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,80,1571300,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,81,1571301,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,82,1571302,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,83,1571303,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,84,1571304,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,85,1571305,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,86,1571306,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,87,1571307,completed,100,0,60,258000.0,True,True,35,20,39,94
none,senior-heavy-delivery,88,1571308,completed,100,0,55,236500.0,False,True,35,20,45,100
none,senior-heavy-delivery,89,1571309,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,90,1571310,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,91,1571311,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,92,1571312,completed,100,0,60,258000.0,True,True,35,20,39,94
none,senior-heavy-delivery,93,1571313,completed,100,0,50,215000.0,False,True,35,20,45,100
none,senior-heavy-delivery,94,1571314,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,95,1571315,completed,100,0,45,193500.0,False,False,35,20,45,100
none,senior-heavy-delivery,96,1571316,completed,100,0,40,172000.0,False,False,35,20,45,100
none,senior-heavy-delivery,97,1571317,completed,100,0,60,258000.0,True,True,35,20,39,94
none,senior-heavy-delivery,98,1571318,completed,100,0,60,258000.0,True,True,35,20,39,94
none,senior-heavy-delivery,99,1571319,completed,100,0,60,258000.0,True,True,35,20,39,94
